Conc1	1.111E-07	
Start1	480.02	
Stop1	5779.82	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
4216.42	0.02110568		
4216.62	0.02107403		
4216.82	0.0216008		
4217.02	0.02284076		
4217.22	0.02257295		
4217.42	0.02227554		
4217.62	0.02236737		
4217.82	0.02206341		
4218.02	0.02255335		
4218.22	0.02262238		
4218.42	0.02255328		
4218.62	0.0217915		
4218.82	0.02151078		
4219.02	0.02144896		
4219.22	0.02127329		
4219.42	0.02090848		
4219.62	0.0208507		
4219.82	0.02091203		
4220.02	0.02089101		
4220.22	0.02131461		
4220.42	0.02161849		
4220.62	0.0213936		
4220.82	0.02163758		
4221.02	0.02230087		
4221.22	0.02219444		
4221.42	0.02300963		
4221.62	0.02273409		
4221.82	0.02310603		
4222.02	0.02321489		
4222.22	0.02292697		
4222.42	0.02317325		
4222.62	0.02317478		
4222.82	0.0235196		
4223.02	0.02392535		
4223.22	0.02443387		
4223.42	0.02419384		
4223.62	0.02407328		
4223.82	0.02400567		
4224.02	0.02425887		
4224.22	0.02483171		
4224.42	0.02459693		
4224.62	0.02430141		
4224.82	0.02502365		
4225.02	0.02544487		
4225.22	0.02570197		
4225.42	0.02601432		
4225.62	0.02541558		
4225.82	0.02529204		
4226.02	0.0248245		
4226.22	0.02459435		
4226.42	0.02464264		
4226.62	0.02469369		
4226.82	0.02463804		
4227.02	0.02485677		
4227.22	0.02451607		
4227.42	0.02387414		
4227.62	0.02352932		
4227.82	0.02308498		
4228.02	0.02273439		
4228.22	0.02271158		
4228.42	0.02228268		
4228.62	0.02225505		
4228.82	0.02256351		
4229.02	0.0226841		
4229.22	0.02295703		
4229.42	0.02292407		
4229.62	0.02293176		
4229.82	0.02290659		
4230.02	0.02311698		
4230.22	0.02343706		
4230.42	0.02374432		
4230.62	0.02430761		
4230.82	0.02394792		
4231.02	0.02351687		
4231.22	0.02356058		
4231.42	0.02301333		
4231.62	0.02231595		
4231.82	0.0221003		
4232.02	0.0218362		
4232.22	0.02154828		
4232.42	0.02126423		
4232.62	0.02092908		
4232.82	0.02098043		
4233.02	0.02068957		
4233.22	0.02027061		
4233.42	0.02087106		
4233.62	0.02138676		
4233.82	0.02156331		
4234.02	0.02177662		
4234.22	0.02196621		
4234.42	0.02208244		
4234.62	0.0219945		
4234.82	0.02116834		
4235.02	0.02169218		
4235.22	0.02224622		
4235.42	0.02218445		
4235.62	0.02249296		
4235.82	0.02297571		
4236.02	0.02324181		
4236.22	0.02331048		
4236.42	0.02330288		
4236.62	0.0228978		
4236.82	0.02294588		
4237.02	0.02281528		
4237.22	0.02280347		
4237.42	0.02351535		
4237.62	0.02360158		
4237.82	0.02356522		
4238.02	0.02288852		
4238.22	0.02296038		
4238.42	0.02315802		
4238.62	0.02293051		
4238.82	0.02367248		
4239.02	0.02423148		
4239.22	0.02437968		
4239.42	0.02553765		
4239.62	0.02547878		
4239.82	0.02556346		
4240.02	0.02537588		
4240.22	0.02527597		
4240.42	0.0256343		
4240.62	0.02569439		
4240.82	0.02572579		
4241.02	0.02528089		
4241.22	0.02528044		
4241.42	0.02525918		
4241.62	0.02465593		
4241.82	0.02374192		
4242.02	0.02308463		
4242.22	0.02329731		
4242.42	0.0237197		
4242.62	0.02380906		
4242.82	0.02382287		
4243.02	0.02342985		
4243.22	0.02372035		
4243.42	0.02412559		
4243.62	0.02341215		
4243.82	0.02331794		
4244.02	0.02342623		
4244.22	0.02437524		
4244.42	0.02476661		
4244.62	0.02462109		
4244.82	0.02456953		
4245.02	0.02477008		
4245.22	0.02515249		
4245.42	0.02466438		
4245.62	0.02413675		
4245.82	0.02431853		
4246.02	0.02483347		
4246.22	0.02505218		
4246.42	0.02519078		
4246.62	0.0242467		
4246.82	0.02389892		
4247.02	0.02403626		
4247.22	0.02375504		
4247.42	0.02347014		
4247.62	0.02319637		
4247.82	0.02324002		
4248.02	0.02335186		
4248.22	0.0237765		
4248.42	0.02322423		
4248.62	0.02306149		
4248.82	0.02316475		
4249.02	0.02320487		
4249.22	0.02286787		
4249.42	0.02243049		
4249.62	0.02225607		
4249.82	0.02213531		
4250.02	0.02207849		
4250.22	0.02118734		
4250.42	0.02121282		
4250.62	0.02126252		
4250.82	0.0217943		
4251.02	0.02238654		
4251.22	0.02264655		
4251.42	0.02295575		
4251.62	0.02295998		
4251.82	0.02370993		
4252.02	0.02411475		
4252.22	0.02465606		
4252.42	0.02461953		
4252.62	0.02494441		
4252.82	0.02524049		
4253.02	0.02505435		
4253.22	0.02443181		
4253.42	0.02351072		
4253.62	0.02272007		
4253.82	0.02201535		
4254.02	0.02163957		
4254.22	0.02082618		
4254.42	0.0214616		
4254.62	0.02104675		
4254.82	0.02062004		
4255.02	0.02109066		
4255.22	0.0209886		
4255.42	0.0208265		
4255.62	0.02081441		
4255.82	0.02155395		
4256.02	0.02159909		
4256.22	0.02211115		
4256.42	0.02260135		
4256.62	0.02330106		
4256.82	0.02344985		
4257.02	0.02335602		
4257.22	0.02335861		
4257.42	0.02365064		
4257.62	0.02344047		
4257.82	0.0234069		
4258.02	0.02345304		
4258.22	0.02339972		
4258.42	0.02356683		
4258.62	0.02304718		
4258.82	0.02293552		
4259.02	0.02320936		
4259.22	0.0229127		
4259.42	0.02228616		
4259.62	0.02187741		
4259.82	0.02143745		
4260.02	0.02128977		
4260.22	0.02194309		
4260.42	0.02228414		
4260.62	0.02262846		
4260.82	0.02219215		
4261.02	0.02247248		
4261.22	0.02281925		
4261.42	0.022755		
4261.62	0.02206442		
4261.82	0.02247799		
4262.02	0.02277567		
4262.22	0.02282282		
4262.42	0.02341796		
4262.62	0.02328406		
4262.82	0.02284607		
4263.02	0.02288704		
4263.22	0.02280695		
4263.42	0.02283705		
4263.62	0.02308562		
4263.82	0.02301835		
4264.02	0.02363353		
4264.22	0.02464824		
4264.42	0.02464762		
4264.62	0.02412623		
4264.82	0.02321571		
4265.02	0.02323661		
4265.22	0.02309368		
4265.42	0.02258278		
4265.62	0.0227561		
4265.82	0.02330647		
4266.02	0.02358925		
4266.22	0.02370035		
4266.42	0.02442004		
4266.62	0.02411174		
4266.82	0.02353852		
4267.02	0.02396764		
4267.22	0.02451548		
4267.42	0.02455095		
4267.62	0.02437138		
4267.82	0.02481817		
4268.02	0.02537367		
4268.22	0.02578481		
4268.42	0.02518055		
4268.62	0.02447658		
4268.82	0.02397331		
4269.02	0.02412358		
4269.22	0.02404886		
4269.42	0.02366138		
4269.62	0.02387185		
4269.82	0.02404468		
4270.02	0.02342891		
4270.22	0.02333396		
4270.42	0.0240395		
4270.62	0.02370383		
4270.82	0.02310679		
4271.02	0.02346508		
4271.22	0.02363985		
4271.42	0.02372979		
4271.62	0.02390098		
4271.82	0.02396454		
4272.02	0.02356731		
4272.22	0.02374045		
4272.42	0.02340506		
4272.62	0.02340198		
4272.82	0.02362813		
4273.02	0.02367707		
4273.22	0.02327027		
4273.42	0.02275293		
4273.62	0.02302325		
4273.82	0.0229168		
4274.02	0.02285256		
4274.22	0.02356273		
4274.42	0.0234802		
4274.62	0.02300256		
4274.82	0.02279217		
4275.02	0.02316273		
4275.22	0.0230675		
4275.42	0.02336534		
4275.62	0.02277887		
4275.82	0.02286456		
4276.02	0.02299895		
4276.22	0.02383057		
4276.42	0.02399083		
4276.62	0.02432828		
4276.82	0.02459943		
4277.02	0.02434515		
4277.22	0.02385083		
4277.42	0.02343948		
4277.62	0.02376591		
4277.82	0.02274068		
4278.02	0.02263768		
4278.22	0.02185888		
4278.42	0.02147785		
4278.62	0.02130092		
4278.82	0.02106704		
4279.02	0.02096724		
4279.22	0.02134343		
4279.42	0.02228823		
4279.62	0.02223735		
4279.82	0.02281515		
4280.02	0.02297894		
4280.22	0.02395323		
4280.42	0.02462002		
4280.62	0.02464128		
4280.82	0.0254218		
4281.02	0.02557755		
4281.22	0.02549626		
4281.42	0.02563127		
4281.62	0.02533594		
4281.82	0.02480223		
4282.02	0.02511444		
4282.22	0.02447871		
4282.42	0.02420221		
4282.62	0.02372841		
4282.82	0.02329955		
4283.02	0.02341424		
4283.22	0.02388571		
4283.42	0.02362693		
4283.62	0.02314544		
4283.82	0.02313659		
4284.02	0.02355882		
4284.22	0.02464485		
4284.42	0.02486631		
4284.62	0.02442486		
4284.82	0.02544229		
4285.02	0.02493491		
4285.22	0.02482532		
4285.42	0.02475868		
4285.62	0.02438084		
4285.82	0.02455709		
4286.02	0.02389581		
4286.22	0.02328068		
4286.42	0.02315666		
4286.62	0.02355752		
4286.82	0.02314385		
4287.02	0.02306493		
4287.22	0.02326136		
4287.42	0.02308176		
4287.62	0.02344619		
4287.82	0.02370978		
4288.02	0.02430505		
4288.22	0.0245887		
4288.42	0.02401028		
4288.62	0.02400862		
4288.82	0.02389682		
4289.02	0.02306516		
4289.22	0.02306195		
4289.42	0.02308533		
4289.62	0.02291734		
4289.82	0.02235737		
4290.02	0.02198871		
4290.22	0.02177669		
4290.42	0.02244633		
4290.62	0.02276804		
4290.82	0.02237925		
4291.02	0.02250712		
4291.22	0.02288775		
4291.42	0.02279509		
4291.62	0.0230856		
4291.82	0.02358527		
4292.02	0.02392039		
4292.22	0.02393698		
4292.42	0.02375866		
4292.62	0.02365164		
4292.82	0.02337313		
4293.02	0.02316293		
4293.22	0.02305898		
4293.42	0.02249422		
4293.62	0.02229928		
4293.82	0.0222274		
4294.02	0.02231862		
4294.22	0.02179111		
4294.42	0.02271183		
4294.62	0.02291318		
4294.82	0.0229784		
4295.02	0.02285902		
4295.22	0.02307998		
4295.42	0.02317395		
4295.62	0.02317515		
4295.82	0.02379175		
4296.02	0.02340071		
4296.22	0.02362559		
4296.42	0.02345305		
4296.62	0.02338575		
4296.82	0.02341675		
4297.02	0.02334765		
4297.22	0.02350372		
4297.42	0.0235074		
4297.62	0.02417717		
4297.82	0.02418447		
4298.02	0.0243027		
4298.22	0.02380488		
4298.42	0.0243056		
4298.62	0.02498068		
4298.82	0.0248547		
4299.02	0.0244924		
4299.22	0.02448264		
4299.42	0.02419316		
4299.62	0.0238034		
4299.82	0.02421397		
4300.02	0.02394359		
4300.22	0.02454951		
4300.42	0.02442659		
4300.62	0.02434959		
4300.82	0.02453567		
4301.02	0.02497992		
4301.22	0.025079		
4301.42	0.02513867		
4301.62	0.02524469		
4301.82	0.02536486		
4302.02	0.02520369		
4302.22	0.0247895		
4302.42	0.0255604		
4302.62	0.02556303		
4302.82	0.02468961		
4303.02	0.02441284		
4303.22	0.02426969		
4303.42	0.02420549		
4303.62	0.02418059		
4303.82	0.02436751		
4304.02	0.02385923		
4304.22	0.02407354		
4304.42	0.02358807		
4304.62	0.02339562		
4304.82	0.02339086		
4305.02	0.02359613		
4305.22	0.02332092		
4305.42	0.02289423		
4305.62	0.02296448		
4305.82	0.02370342		
4306.02	0.02388911		
4306.22	0.02428399		
4306.42	0.02414746		
4306.62	0.0232268		
4306.82	0.02310402		
4307.02	0.0230506		
4307.22	0.02282058		
4307.42	0.02335581		
4307.62	0.02382208		
4307.82	0.02429781		
4308.02	0.02448133		
4308.22	0.02499755		
4308.42	0.02506895		
4308.62	0.02580825		
4308.82	0.02620288		
4309.02	0.02682785		
4309.22	0.02673856		
4309.42	0.02689878		
4309.62	0.02731493		
4309.82	0.02747346		
4310.02	0.02709415		
4310.22	0.02597946		
4310.42	0.02489882		
4310.62	0.02407797		
4310.82	0.02322257		
4311.02	0.02229354		
4311.22	0.02247599		
4311.42	0.02263361		
4311.62	0.0223438		
4311.82	0.02203339		
4312.02	0.0217871		
4312.22	0.02204301		
4312.42	0.02298717		
4312.62	0.02316851		
4312.82	0.02361961		
4313.02	0.02445191		
4313.22	0.02437738		
4313.42	0.02416858		
4313.62	0.02392366		
4313.82	0.0238526		
4314.02	0.02381117		
4314.22	0.02284753		
4314.42	0.02290465		
4314.62	0.02257519		
4314.82	0.02301854		
4315.02	0.02327599		
4315.22	0.02399289		
4315.42	0.02372548		
4315.62	0.02341459		
4315.82	0.02372376		
4316.02	0.02438462		
4316.22	0.02467939		
4316.42	0.02556252		
4316.62	0.02578924		
4316.82	0.02659444		
4317.02	0.02690623		
4317.22	0.02649649		
4317.42	0.02604281		
4317.62	0.02575175		
4317.82	0.02548925		
4318.02	0.02547516		
4318.22	0.02536408		
4318.42	0.02609978		
4318.62	0.02581866		
4318.82	0.02636421		
4319.02	0.0265757		
4319.22	0.02678831		
4319.42	0.02633796		
4319.62	0.02602074		
4319.82	0.02619865		
4320.02	0.02589011		
4320.22	0.02619053		
4320.42	0.02693386		
4320.62	0.02688603		
4320.82	0.02694666		
4321.02	0.02690589		
4321.22	0.02605806		
4321.42	0.02492927		
4321.62	0.02464953		
4321.82	0.02448007		
4322.02	0.02482779		
4322.22	0.02437742		
4322.42	0.02389616		
4322.62	0.02340179		
4322.82	0.0236634		
4323.02	0.02337029		
4323.22	0.02291034		
4323.42	0.0227654		
4323.62	0.02263585		
4323.82	0.02271026		
4324.02	0.02302394		
4324.22	0.02392849		
4324.42	0.02428224		
4324.62	0.02439585		
4324.82	0.02518846		
4325.02	0.02502271		
4325.22	0.0251399		
4325.42	0.02538012		
4325.62	0.02585927		
4325.82	0.02589029		
4326.02	0.02609717		
4326.22	0.02611535		
4326.42	0.02620121		
4326.62	0.02644167		
4326.82	0.02612505		
4327.02	0.02622017		
4327.22	0.02644907		
4327.42	0.02642561		
4327.62	0.02647924		
4327.82	0.02592215		
4328.02	0.02611462		
4328.22	0.02598411		
4328.42	0.02550905		
4328.62	0.02555062		
4328.82	0.02555614		
4329.02	0.02516315		
4329.22	0.0250972		
4329.42	0.02501064		
4329.62	0.02473261		
4329.82	0.02520665		
4330.02	0.02479684		
4330.22	0.02498253		
4330.42	0.02455725		
4330.62	0.02388631		
4330.82	0.02284434		
4331.02	0.02320441		
4331.22	0.02249679		
4331.42	0.02225232		
4331.62	0.02256755		
4331.82	0.02193495		
4332.02	0.02182742		
4332.22	0.02156073		
4332.42	0.02161678		
4332.62	0.02207511		
4332.82	0.02189138		
4333.02	0.02190928		
4333.22	0.02250011		
4333.42	0.02383879		
4333.62	0.02432444		
4333.82	0.02491427		
4334.02	0.02458856		
4334.22	0.02491992		
4334.42	0.02507275		
4334.62	0.02467568		
4334.82	0.02498445		
4335.02	0.02605581		
4335.22	0.0257996		
4335.42	0.02598093		
4335.62	0.02623135		
4335.82	0.0255176		
4336.02	0.02526938		
4336.22	0.025407		
4336.42	0.02505934		
4336.62	0.02452414		
4336.82	0.02419738		
4337.02	0.02466592		
4337.22	0.02500689		
4337.42	0.02500548		
4337.62	0.02488988		
4337.82	0.02502718		
4338.02	0.02539847		
4338.22	0.02570052		
4338.42	0.02629818		
4338.62	0.02631366		
4338.82	0.02661772		
4339.02	0.0264901		
4339.22	0.02644319		
4339.42	0.02682865		
4339.62	0.02681747		
4339.82	0.02637792		
4340.02	0.02653208		
4340.22	0.02635564		
4340.42	0.02592681		
4340.62	0.02551134		
4340.82	0.02591818		
4341.02	0.02577504		
4341.22	0.02499122		
4341.42	0.02428392		
4341.62	0.02442876		
4341.82	0.02383592		
4342.02	0.0237293		
4342.22	0.02360209		
4342.42	0.02394805		
4342.62	0.02399235		
4342.82	0.02391486		
4343.02	0.02430236		
4343.22	0.0251689		
4343.42	0.02555065		
4343.62	0.02527939		
4343.82	0.02536286		
4344.02	0.02610599		
4344.22	0.02615183		
4344.42	0.02592984		
4344.62	0.02573561		
4344.82	0.02563704		
4345.02	0.02523599		
4345.22	0.02451685		
4345.42	0.02366833		
4345.62	0.02408376		
4345.82	0.02308197		
4346.02	0.02300337		
4346.22	0.02312232		
4346.42	0.02364654		
4346.62	0.02345679		
4346.82	0.02301531		
4347.02	0.0231372		
4347.22	0.02337174		
4347.42	0.02322663		
4347.62	0.02296918		
4347.82	0.02296955		
4348.02	0.02250466		
4348.22	0.02170445		
4348.42	0.02121486		
4348.62	0.02109034		
4348.82	0.02127066		
4349.02	0.02185607		
4349.22	0.02176997		
4349.42	0.02194598		
4349.62	0.02247896		
4349.82	0.02271554		
4350.02	0.0235743		
4350.22	0.02437126		
4350.42	0.02512061		
4350.62	0.02535722		
4350.82	0.0260228		
4351.02	0.02675526		
4351.22	0.02673663		
4351.42	0.02680767		
4351.62	0.02663233		
4351.82	0.02591012		
4352.02	0.02501401		
4352.22	0.02455598		
4352.42	0.0244345		
4352.62	0.02462312		
4352.82	0.02455578		
4353.02	0.02452491		
4353.22	0.02394767		
4353.42	0.02346308		
4353.62	0.02359308		
4353.82	0.02425654		
4354.02	0.02414984		
4354.22	0.02450903		
4354.42	0.02489213		
4354.62	0.02525637		
4354.82	0.02583484		
4355.02	0.02600349		
4355.22	0.02553069		
4355.42	0.02592904		
4355.62	0.02613978		
4355.82	0.02612615		
4356.02	0.02605361		
4356.22	0.02588519		
4356.42	0.0261418		
4356.62	0.02608335		
4356.82	0.02567008		
4357.02	0.0252629		
4357.22	0.02421675		
4357.42	0.02387586		
4357.62	0.0238949		
4357.82	0.0240118		
4358.02	0.02333479		
4358.22	0.02290143		
4358.42	0.02253587		
4358.62	0.02300441		
4358.82	0.0233327		
4359.02	0.02278399		
4359.22	0.0218839		
4359.42	0.02168932		
4359.62	0.02172127		
4359.82	0.02207051		
4360.02	0.02221705		
4360.22	0.02259857		
4360.42	0.0231147		
4360.62	0.02312497		
4360.82	0.0234487		
4361.02	0.02354091		
4361.22	0.02351158		
4361.42	0.02395928		
4361.62	0.02395106		
4361.82	0.02406786		
4362.02	0.02392886		
4362.22	0.02443088		
4362.42	0.02500638		
4362.62	0.02512426		
4362.82	0.02459733		
4363.02	0.0233655		
4363.22	0.02272335		
4363.42	0.02267406		
4363.62	0.02300136		
4363.82	0.02338913		
4364.02	0.02360662		
4364.22	0.02391024		
4364.42	0.02389297		
4364.62	0.02381816		
4364.82	0.02433173		
4365.02	0.02443383		
4365.22	0.02480161		
4365.42	0.02488711		
4365.62	0.02540695		
4365.82	0.02574909		
4366.02	0.02651399		
4366.22	0.02651516		
4366.42	0.02610083		
4366.62	0.02556802		
4366.82	0.02505491		
4367.02	0.02448468		
4367.22	0.02428071		
4367.42	0.02431837		
4367.62	0.02399424		
4367.82	0.02378343		
4368.02	0.0235575		
4368.22	0.02338774		
4368.42	0.02305493		
4368.62	0.02314983		
4368.82	0.02333971		
4369.02	0.02339888		
4369.22	0.02315981		
4369.42	0.02303248		
4369.62	0.02378833		
4369.82	0.02391077		
4370.02	0.02396371		
4370.22	0.02374272		
4370.42	0.02361335		
4370.62	0.02372418		
4370.82	0.02336075		
4371.02	0.02356986		
4371.22	0.02377468		
4371.42	0.02367631		
4371.62	0.02363156		
4371.82	0.02368177		
4372.02	0.02339125		
4372.22	0.02355565		
4372.42	0.02337795		
4372.62	0.02322806		
4372.82	0.02337677		
4373.02	0.02322879		
4373.22	0.02266614		
4373.42	0.02339717		
4373.62	0.02407037		
4373.82	0.02376915		
4374.02	0.02324375		
4374.22	0.02395087		
4374.42	0.02416924		
4374.62	0.0246879		
4374.82	0.02469969		
4375.02	0.02540796		
4375.22	0.02540191		
4375.42	0.02496079		
4375.62	0.02531854		
4375.82	0.02522094		
4376.02	0.02514381		
4376.22	0.0252268		
4376.42	0.02471945		
4376.62	0.02488004		
4376.82	0.02523625		
4377.02	0.02460735		
4377.22	0.02400635		
4377.42	0.02445637		
4377.62	0.02404121		
4377.82	0.02356548		
4378.02	0.0235643		
4378.22	0.0236777		
4378.42	0.02374258		
4378.62	0.02415213		
4378.82	0.02418006		
4379.02	0.02419291		
4379.22	0.0239208		
4379.42	0.02460645		
4379.62	0.02490738		
4379.82	0.02493289		
4380.02	0.02523168		
4380.22	0.02510175		
4380.42	0.02520258		
4380.62	0.02527226		
4380.82	0.02548317		
4381.02	0.02566805		
4381.22	0.02566112		
4381.42	0.02620708		
4381.62	0.02567231		
4381.82	0.02567245		
4382.02	0.02544468		
4382.22	0.02529449		
4382.42	0.02559105		
4382.62	0.02610949		
4382.82	0.02563195		
4383.02	0.02556332		
4383.22	0.0260375		
4383.42	0.02595242		
4383.62	0.02498728		
4383.82	0.02493906		
4384.02	0.02529083		
4384.22	0.02475787		
4384.42	0.02458105		
4384.62	0.02388638		
4384.82	0.02446914		
4385.02	0.02471463		
4385.22	0.02424919		
4385.42	0.02489358		
4385.62	0.02503651		
4385.82	0.02550361		
4386.02	0.02533291		
4386.22	0.02603702		
4386.42	0.02577575		
4386.62	0.02612346		
4386.82	0.02557369		
4387.02	0.02600736		
4387.22	0.02614372		
4387.42	0.02540718		
4387.62	0.02550869		
4387.82	0.02621366		
4388.02	0.02600524		
4388.22	0.02481199		
4388.42	0.02407273		
4388.62	0.0231112		
4388.82	0.02326637		
4389.02	0.02288601		
4389.22	0.02260907		
4389.42	0.02273289		
4389.62	0.02227895		
4389.82	0.0222895		
4390.02	0.02209341		
4390.22	0.02248613		
4390.42	0.02215353		
4390.62	0.02272488		
4390.82	0.02298503		
4391.02	0.02322333		
4391.22	0.02361326		
4391.42	0.02418736		
4391.62	0.02488539		
4391.82	0.02474211		
4392.02	0.02420697		
4392.22	0.02392708		
4392.42	0.02382535		
4392.62	0.02358705		
4392.82	0.02403167		
4393.02	0.02452297		
4393.22	0.02409585		
4393.42	0.02363847		
4393.62	0.02383397		
4393.82	0.02424268		
4394.02	0.02442454		
4394.22	0.02434675		
4394.42	0.02474092		
4394.62	0.0254086		
4394.82	0.0258474		
4395.02	0.02574307		
4395.22	0.02600864		
4395.42	0.02648671		
4395.62	0.02610867		
4395.82	0.02555291		
4396.02	0.02629548		
4396.22	0.02634587		
4396.42	0.02625735		
4396.62	0.02641329		
4396.82	0.02642656		
4397.02	0.02652327		
4397.22	0.02543874		
4397.42	0.02486653		
4397.62	0.02515458		
4397.82	0.02501356		
4398.02	0.0248034		
4398.22	0.02454357		
4398.42	0.02508372		
4398.62	0.02589629		
4398.82	0.02615223		
4399.02	0.02588543		
4399.22	0.02539023		
4399.42	0.02596539		
4399.62	0.02541949		
4399.82	0.02575201		
4400.02	0.02598306		
4400.22	0.02547871		
4400.42	0.02495449		
4400.62	0.0247583		
4400.82	0.02430845		
4401.02	0.02399304		
4401.22	0.02345908		
4401.42	0.02318291		
4401.62	0.02380453		
4401.82	0.0238412		
4402.02	0.02413372		
4402.22	0.02470609		
4402.42	0.02518967		
4402.62	0.0261704		
4402.82	0.02646472		
4403.02	0.02640858		
4403.22	0.02629294		
4403.42	0.0266771		
4403.62	0.02649806		
4403.82	0.02699315		
4404.02	0.02664228		
4404.22	0.02666028		
4404.42	0.02646339		
4404.62	0.02617494		
4404.82	0.02580377		
4405.02	0.02550379		
4405.22	0.02555111		
4405.42	0.02529152		
4405.62	0.02555512		
4405.82	0.02527581		
4406.02	0.02513005		
4406.22	0.02537438		
4406.42	0.02518804		
4406.62	0.02511809		
4406.82	0.02496642		
4407.02	0.0247935		
4407.22	0.02409149		
4407.42	0.02398942		
4407.62	0.02432753		
4407.82	0.02451497		
4408.02	0.02433376		
4408.22	0.02448549		
4408.42	0.02459128		
4408.62	0.02457215		
4408.82	0.02496402		
4409.02	0.02534984		
4409.22	0.02483359		
4409.42	0.02476065		
4409.62	0.0247972		
4409.82	0.02467585		
4410.02	0.0253402		
4410.22	0.02527667		
4410.42	0.02485109		
4410.62	0.02499586		
4410.82	0.02514563		
4411.02	0.02497316		
4411.22	0.02478205		
4411.42	0.02473794		
4411.62	0.02511525		
4411.82	0.02526382		
4412.02	0.02552493		
4412.22	0.02566409		
4412.42	0.02629222		
4412.62	0.02639329		
4412.82	0.02626868		
4413.02	0.02590354		
4413.22	0.0248141		
4413.42	0.02527452		
4413.62	0.02507992		
4413.82	0.02517956		
4414.02	0.02509663		
4414.22	0.02450517		
4414.42	0.02435342		
4414.62	0.02431804		
4414.82	0.02360133		
4415.02	0.02370814		
4415.22	0.02354773		
4415.42	0.02362284		
4415.62	0.02407297		
4415.82	0.02414036		
4416.02	0.02442052		
4416.22	0.02423683		
4416.42	0.02500423		
4416.62	0.0254449		
4416.82	0.02534943		
4417.02	0.02548406		
4417.22	0.02550784		
4417.42	0.02609482		
4417.62	0.02584094		
4417.82	0.02568053		
4418.02	0.025534		
4418.22	0.02557959		
4418.42	0.02544354		
4418.62	0.02579007		
4418.82	0.02537497		
4419.02	0.025993		
4419.22	0.02562942		
4419.42	0.02609205		
4419.62	0.02583411		
4419.82	0.02546909		
4420.02	0.02537209		
4420.22	0.0255794		
4420.42	0.02576929		
4420.62	0.02544888		
4420.82	0.02464445		
4421.02	0.02425797		
4421.22	0.02394949		
4421.42	0.0234432		
4421.62	0.0231439		
4421.82	0.02287426		
4422.02	0.02227843		
4422.22	0.02239915		
4422.42	0.02298197		
4422.62	0.02330834		
4422.82	0.02288311		
4423.02	0.02345661		
4423.22	0.02355287		
4423.42	0.02401664		
4423.62	0.02396027		
4423.82	0.02409016		
4424.02	0.024566		
4424.22	0.02518036		
4424.42	0.02468538		
4424.62	0.02460074		
4424.82	0.02461894		
4425.02	0.02445197		
4425.22	0.02433034		
4425.42	0.02403987		
4425.62	0.0237275		
4425.82	0.02302787		
4426.02	0.02218796		
4426.22	0.02255555		
4426.42	0.02306563		
4426.62	0.02282478		
4426.82	0.02285683		
4427.02	0.02308845		
4427.22	0.02327639		
4427.42	0.0236224		
4427.62	0.02373017		
4427.82	0.02419544		
4428.02	0.02491446		
4428.22	0.02527174		
4428.42	0.02516622		
4428.62	0.02542155		
4428.82	0.02591609		
4429.02	0.02606611		
4429.22	0.02588404		
4429.42	0.02576179		
4429.62	0.02577912		
4429.82	0.02574901		
4430.02	0.02531068		
4430.22	0.02580311		
4430.42	0.02605826		
4430.62	0.02577356		
4430.82	0.02549526		
4431.02	0.02508081		
4431.22	0.02520412		
4431.42	0.02522652		
4431.62	0.02526906		
4431.82	0.02539382		
4432.02	0.02556265		
4432.22	0.02487861		
4432.42	0.02469158		
4432.62	0.02506499		
4432.82	0.02537526		
4433.02	0.02549433		
4433.22	0.02525915		
4433.42	0.02559175		
4433.62	0.02611129		
4433.82	0.02630223		
4434.02	0.0261009		
4434.22	0.02671971		
4434.42	0.02644504		
4434.62	0.02551355		
4434.82	0.02456882		
4435.02	0.02399893		
4435.22	0.02429763		
4435.42	0.02402027		
4435.62	0.0234572		
4435.82	0.0223443		
4436.02	0.022006		
4436.22	0.02148203		
4436.42	0.02162407		
4436.62	0.02180624		
4436.82	0.02183931		
4437.02	0.02253079		
4437.22	0.02280415		
4437.42	0.02327479		
4437.62	0.02396697		
4437.82	0.02457784		
4438.02	0.02482235		
4438.22	0.02498576		
4438.42	0.02473926		
4438.62	0.02401297		
4438.82	0.02415963		
4439.02	0.02462516		
4439.22	0.02504569		
4439.42	0.02463233		
4439.62	0.0240907		
4439.82	0.02399478		
4440.02	0.02395789		
4440.22	0.02434938		
4440.42	0.02429974		
4440.62	0.02437607		
4440.82	0.02462642		
4441.02	0.02522361		
4441.22	0.02510438		
4441.42	0.02510748		
4441.62	0.02543828		
4441.82	0.02561674		
4442.02	0.02558317		
4442.22	0.02509744		
4442.42	0.0251224		
4442.62	0.02513288		
4442.82	0.02579057		
4443.02	0.02531206		
4443.22	0.02468626		
4443.42	0.0239234		
4443.62	0.02361099		
4443.82	0.0232945		
4444.02	0.02251266		
4444.22	0.02263494		
4444.42	0.02212401		
4444.62	0.02242246		
4444.82	0.02265698		
4445.02	0.02274813		
4445.22	0.02272204		
4445.42	0.0230469		
4445.62	0.02273573		
4445.82	0.02257555		
4446.02	0.02243551		
4446.22	0.02270988		
4446.42	0.02326639		
4446.62	0.02347091		
4446.82	0.02358331		
4447.02	0.02330931		
4447.22	0.02325015		
4447.42	0.02318605		
4447.62	0.02422533		
4447.82	0.02436956		
4448.02	0.02436515		
4448.22	0.02491538		
4448.42	0.02534583		
