Conc1	3E-06	
Start1	480.02	
Stop1	5779.82	
Kobs	1.85483089300123E-05	
Error Kobs	2.44549574264042E-07	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
632.82	0.41068203	0.39336284	
633.02	0.41124965	0.39336287	
633.22	0.41124297	0.3933629	
633.42	0.41125248	0.39336292	
633.62	0.41111308	0.39336295	
633.82	0.4112044	0.39336298	
634.02	0.41138326	0.393363	
634.22	0.41145889	0.39336303	
634.42	0.41077603	0.39336305	
634.62	0.41105147	0.39336308	
634.82	0.4113331	0.3933631	
635.02	0.41129941	0.39336313	
635.22	0.4113247	0.39336315	
635.42	0.41085901	0.39336317	
635.62	0.41049037	0.3933632	
635.82	0.41024523	0.39336322	
636.02	0.41031749	0.39336324	
636.22	0.41064332	0.39336326	
636.42	0.41051927	0.39336328	
636.62	0.41085614	0.3933633	
636.82	0.41105181	0.39336332	
637.02	0.41086346	0.39336334	
637.22	0.41022377	0.39336336	
637.42	0.4102587	0.39336338	
637.62	0.41101648	0.3933634	
637.82	0.41189641	0.39336342	
